,carat,cut,color,clarity,depth,table,x,y,z,price_predicted
2532,0.33,4,2.85,3.75,61.5,57.0,4.49,4.46,2.75,293.6795630045617
2533,1.06,4,5.71,2.5,62.2,55.0,6.56,6.53,4.07,4324.785296428359
2534,0.75,4,8.57,3.75,62.1,55.0,5.81,5.85,3.62,2814.875586239301
2535,0.79,10,4.28,6.25,60.0,60.0,6.07,5.99,3.64,3090.44751317814
2536,0.33,4,8.57,3.75,59.6,57.0,4.53,4.49,2.69,664.6000952646409
2537,0.82,4,7.14,2.5,62.4,54.0,5.97,6.02,3.74,2950.0777972526575
2538,0.32,4,5.71,6.25,61.9,55.0,4.4,4.42,2.73,769.7910522480906
2539,0.3,10,7.14,5.0,62.2,60.0,4.22,4.27,2.64,543.2981692268932
2540,0.7,4,7.14,5.0,62.0,56.0,5.71,5.74,3.55,2593.4345585569445
2541,1.52,2,1.42,6.25,65.4,58.0,7.22,7.17,4.7,7225.7416035194565
2542,0.31,4,5.71,10.0,62.0,54.0,4.36,4.38,2.71,1247.355850371705
2543,0.51,4,10.0,5.0,61.6,57.0,5.19,5.14,3.18,1770.0987854505674
2544,0.74,10,4.28,5.0,59.9,57.0,5.91,5.87,3.53,2729.5602574630484
2545,0.67,8,7.14,5.0,58.1,62.0,5.76,5.83,3.36,2559.72984486502
2546,0.32,4,4.28,6.25,62.1,55.0,4.39,4.4,2.73,689.3771265539235
2547,0.72,4,4.28,6.25,62.3,55.0,5.72,5.74,3.57,2732.8619575632674
2548,0.5,6,8.57,5.0,62.8,60.0,5.02,5.08,3.17,1555.928071294078
2549,0.86,4,8.57,2.5,61.8,57.0,6.1,6.13,3.78,3281.75863492797
2550,0.51,10,10.0,3.75,61.9,60.0,5.15,5.12,3.18,1501.7326946365083
2551,2.0,2,2.85,6.25,58.5,68.0,8.26,8.15,4.8,11249.640424742918
2552,1.79,6,7.14,5.0,62.8,59.0,7.7,7.8,4.87,9289.915847594946
2553,0.7,6,7.14,5.0,63.4,56.0,5.69,5.63,3.59,2532.670610199011
2554,0.7,6,5.71,5.0,62.2,61.0,5.54,5.59,3.46,2557.8893316515114
2555,0.28,6,8.57,10.0,59.6,55.0,4.24,4.31,2.55,1275.925004043318
2556,0.32,10,10.0,3.75,60.8,58.0,4.41,4.44,2.69,621.2511199380588
2557,1.5,8,2.85,1.25,62.6,63.0,7.19,7.25,4.52,6678.885343415883
2558,0.9,2,2.85,7.5,60.9,66.0,6.1,6.12,3.72,3981.9142226223394
2559,0.41,10,2.85,7.5,62.4,60.0,4.73,4.7,2.94,1130.8853221515055
2560,1.0,10,1.42,3.75,58.7,58.0,6.55,6.51,3.83,4101.312172406337
2561,0.91,6,4.28,5.0,58.3,59.0,6.35,6.47,3.74,3837.921738770552
2562,1.07,6,1.42,7.5,60.0,60.0,6.57,6.59,3.95,4972.931901081456
2563,2.2,4,1.42,3.75,61.5,57.0,8.41,8.37,5.16,11759.301827513633
2564,1.52,6,10.0,3.75,60.6,57.8,7.4,7.46,4.51,7774.8510917646
2565,0.31,4,4.28,7.5,62.3,55.0,4.36,4.37,2.72,803.2282107838328
2566,0.9,8,4.28,2.5,64.1,58.0,6.05,6.02,3.87,3146.0439477858545
2567,0.41,10,1.42,6.25,61.3,59.0,4.78,4.74,2.92,877.2672552337426
2568,1.58,10,5.71,5.0,58.2,58.0,7.68,7.64,4.46,8365.131942913622
2569,0.9,10,5.71,3.75,61.9,59.0,6.18,6.13,3.81,3499.210871628382
2570,1.2,8,2.85,3.75,65.0,59.0,6.51,6.57,4.25,5009.297401327482
2571,1.16,6,7.14,5.0,60.2,63.0,6.79,6.7,4.07,5504.4508481459925
2572,0.3,10,4.28,7.5,62.1,52.0,4.31,4.29,2.67,760.3626045275105
2573,0.4,10,10.0,3.75,60.9,60.0,4.74,4.78,2.9,966.506479444266
2574,0.24,6,7.14,7.5,61.4,57.0,4.03,4.06,2.48,676.2156396625833
2575,0.72,6,4.28,6.25,60.6,63.0,5.83,5.76,3.51,2764.3850564659824
2576,0.33,8,2.85,7.5,63.7,56.0,4.4,4.36,2.79,786.7271739965818
2577,0.86,6,8.57,5.0,62.3,56.0,6.05,6.08,3.78,3607.1498984593163
2578,0.7,4,10.0,6.25,62.5,57.0,5.65,5.68,3.54,2943.778252336193
2579,0.52,4,8.57,3.75,60.1,59.0,5.18,5.23,3.13,1594.1123983245889
2580,0.41,10,8.57,6.25,62.3,59.0,4.76,4.74,2.96,1275.615605963485
2581,1.06,4,5.71,5.0,61.8,57.0,6.52,6.56,4.04,4689.313318004488
2582,0.72,4,1.42,3.75,62.6,56.0,5.67,5.74,3.57,2194.142002359482
2583,1.54,4,4.28,2.5,60.9,56.0,7.45,7.43,4.53,7445.307459927239
2584,0.76,4,10.0,3.75,61.2,57.0,5.88,5.91,3.61,2981.731217488963
2585,1.01,6,10.0,5.0,60.4,58.0,6.47,6.57,3.94,4675.575252736167
2586,1.0,2,5.71,7.5,65.5,54.0,6.3,6.22,4.1,4479.099581597022
2587,2.02,6,4.28,2.5,59.9,55.0,8.17,8.28,4.93,10718.348955250442
2588,0.32,6,7.14,5.0,63.2,58.0,4.35,4.32,2.74,672.9156802465004
2589,0.32,4,10.0,3.75,62.0,57.0,4.4,4.37,2.72,690.5081732021245
2590,2.43,10,2.85,2.5,62.2,60.0,8.59,8.53,5.33,13099.181741986262
2591,0.92,6,8.57,3.75,63.3,57.0,6.22,6.17,3.92,3720.1465154450143
2592,0.41,4,1.42,6.25,62.7,57.0,4.72,4.75,2.97,898.9582057194275
2593,0.38,10,4.28,5.0,60.5,59.0,4.69,4.66,2.83,740.1068766826429
2594,1.71,6,8.57,3.75,63.4,56.0,7.58,7.5,4.78,8742.996870067504
2595,0.9,6,2.85,3.75,61.4,55.0,6.19,6.28,3.83,3346.898668710417
2596,0.43,6,7.14,6.25,63.4,57.0,4.8,4.76,3.03,1337.5483678602795
2597,0.7,6,5.71,5.0,58.2,60.0,5.84,5.78,3.38,2735.1449907966544
2598,0.51,4,8.57,5.0,62.0,54.0,5.16,5.13,3.19,1689.582986163532
2599,0.4,8,8.57,3.75,63.5,58.0,4.65,4.67,2.96,893.0060142816219
2600,0.9,10,2.85,3.75,60.9,56.0,6.26,6.21,3.8,3378.6403329844543
2601,0.78,8,8.57,2.5,63.7,54.0,5.82,5.77,3.69,2763.9096056657872
2602,1.12,10,7.14,2.5,60.5,59.0,6.73,6.79,4.09,4794.8440680628755
2603,0.4,10,8.57,3.75,60.8,62.0,4.76,4.72,2.88,912.8308139441415
2604,0.51,6,1.42,3.75,62.6,59.0,5.06,5.1,3.18,1021.8928715238962
2605,1.01,2,8.57,2.5,67.6,57.0,6.21,6.11,4.18,3840.7195814605275
2606,0.52,4,8.57,5.0,61.7,55.0,5.16,5.21,3.2,1723.4427229955563
2607,0.41,4,8.57,5.0,61.8,56.0,4.78,4.74,2.94,1214.3814303116924
2608,1.05,10,5.71,2.5,60.1,60.0,6.58,6.66,3.98,4293.329412807021
2609,2.02,6,5.71,2.5,62.8,55.0,8.06,8.11,5.08,10421.387824676704
2610,0.9,6,2.85,2.5,60.9,63.0,6.21,6.13,3.76,3241.363629743628
2611,0.64,10,10.0,5.0,60.9,59.0,5.6,5.63,3.42,2386.5555195486504
2612,1.22,10,2.85,3.75,62.1,58.0,6.89,6.8,4.25,5274.110285292094
2613,1.32,6,4.28,3.75,62.4,58.0,7.02,7.09,4.4,5940.657297721276
2614,2.2,10,2.85,2.5,63.0,59.0,8.22,8.19,5.17,11468.84049553966
2615,1.0,4,5.71,5.0,62.6,57.0,6.47,6.4,4.03,4230.295063272264
2616,0.54,10,4.28,6.25,61.9,56.0,5.29,5.24,3.26,1674.3248681557488
2617,2.25,4,2.85,2.5,62.4,57.0,8.39,8.32,5.21,11945.896342647617
2618,1.13,6,4.28,2.5,62.5,62.0,6.59,6.66,4.14,4580.190557720858
2619,0.62,10,7.14,2.5,61.7,60.0,5.48,5.45,3.37,1780.4939714772718
2620,0.9,2,10.0,2.5,64.7,59.0,6.09,5.99,3.91,3497.0582526199923
2621,0.38,4,10.0,5.0,61.8,56.0,4.65,4.67,2.88,1124.0312886617266
2622,0.4,6,10.0,3.75,63.1,57.0,4.73,4.69,2.97,1007.8139983538676
2623,0.61,10,10.0,6.25,62.4,57.0,5.46,5.44,3.4,2377.430488941349
2624,1.5,8,1.42,6.25,64.1,55.0,7.23,7.13,4.6,7229.13875376167
2625,1.25,4,5.71,3.75,62.5,54.0,6.88,6.85,4.29,5693.148538968899
2626,1.01,2,8.57,2.5,60.0,60.0,6.48,6.38,3.86,4419.903293630527
2627,0.83,10,5.71,2.5,61.6,57.0,6.06,6.02,3.72,2916.16246075255
2628,1.53,4,4.28,3.75,62.3,57.0,7.41,7.36,4.6,7376.797689250294
2629,0.71,4,8.57,6.25,62.4,56.0,5.75,5.7,3.57,2929.2513558915725
2630,0.38,8,4.28,3.75,63.3,57.0,4.58,4.62,2.91,549.5051678101372
2631,0.74,4,7.14,3.75,61.2,56.0,5.83,5.87,3.58,2702.249434877893
2632,0.84,8,5.71,5.0,63.6,59.0,5.89,5.94,3.76,3246.251043649805
2633,0.75,4,8.57,3.75,61.4,57.0,5.82,5.87,3.59,2837.229096256795
2634,0.42,10,4.28,6.25,61.7,59.0,4.76,4.83,2.96,1060.1489681883213
2635,0.94,10,8.57,2.5,62.4,58.0,6.26,6.33,3.93,3622.4988080843086
2636,0.72,6,7.14,7.5,59.2,63.0,5.77,5.86,3.44,3179.1640956343927
2637,0.3,10,8.57,5.0,62.4,59.0,4.3,4.26,2.67,628.5465724652477
2638,0.41,6,8.57,2.5,63.3,56.0,4.73,4.69,2.98,823.6271085486042
2639,0.43,4,10.0,5.0,61.3,55.0,4.84,4.88,2.98,1382.5632946641963
2640,2.24,10,2.85,2.5,61.9,58.0,8.29,8.36,5.15,11881.030348552338
2641,0.84,6,5.71,5.0,61.8,57.0,6.04,6.07,3.74,3337.766791238939
2642,1.12,6,8.57,2.5,60.9,63.0,6.59,6.65,4.03,4948.771057000733
2643,0.34,10,2.85,6.25,61.0,60.0,4.51,4.48,2.74,634.8185743869981
2644,0.3,10,5.71,6.25,62.5,55.0,4.32,4.25,2.68,653.3184364588869
2645,0.7,4,5.71,6.25,61.4,57.0,5.7,5.73,3.51,2725.7714193276097
2646,1.0,10,7.14,3.75,59.7,60.0,6.48,6.51,3.88,4305.052948680503
2647,0.43,4,10.0,5.0,61.8,56.0,4.81,4.83,2.98,1384.5114645360409
2648,1.01,4,4.28,3.75,62.4,53.0,6.42,6.47,4.02,4080.3927695393686
2649,0.71,8,10.0,2.5,56.6,63.0,5.9,5.76,3.3,2817.306538871724
2650,1.12,4,8.57,2.5,62.0,57.0,6.61,6.63,4.11,4874.404422556418
2651,0.72,4,4.28,5.0,62.8,57.0,5.74,5.7,3.59,2533.507122704863
2652,0.71,10,8.57,3.75,61.8,59.0,5.75,5.7,3.54,2530.3155956924347
2653,0.52,4,10.0,5.0,61.9,55.0,5.19,5.21,3.22,1792.239560656073
2654,0.3,10,10.0,6.25,60.2,59.0,4.39,4.42,2.65,841.8114731118385
2655,0.35,10,8.57,5.0,61.6,58.0,4.57,4.52,2.8,840.9039109568275
2656,0.32,4,2.85,5.0,61.5,56.0,4.4,4.41,2.71,430.0185334586513
2657,1.01,6,2.85,3.75,64.2,55.0,6.28,6.34,4.05,3873.986835099802
2658,0.58,4,8.57,5.0,61.9,57.0,5.37,5.33,3.31,2063.6066085128205
2659,0.9,8,1.42,3.75,64.3,63.0,6.05,6.01,3.88,3086.88721128838
2660,0.27,6,7.14,8.75,62.0,58.0,4.18,4.21,2.6,936.506823239366
2661,0.41,4,10.0,6.25,61.8,57.0,4.8,4.75,2.95,1453.738714647905
2662,1.01,6,4.28,5.0,63.5,61.0,6.32,6.24,3.99,4201.403601884862
2663,1.01,2,5.71,2.5,68.5,63.0,6.08,6.0,4.14,3698.724063675965
2664,0.38,4,2.85,3.75,61.5,56.0,4.67,4.7,2.88,512.9670815595291
2665,1.09,10,5.71,5.0,59.9,56.0,6.73,6.59,3.99,5035.896137232348
2666,1.01,4,7.14,2.5,62.9,57.0,6.35,6.41,4.01,4047.978597724994
2667,0.41,10,5.71,6.25,60.7,58.0,4.83,4.79,2.92,1142.2827272422
2668,1.5,6,2.85,3.75,60.2,63.0,7.38,7.33,4.43,7299.586485888523
2669,1.23,4,5.71,5.0,61.5,54.0,6.92,6.89,4.25,5789.407041650929
2670,0.51,6,7.14,5.0,62.0,58.0,5.08,5.11,3.16,1570.254033362622
2671,0.73,4,2.85,6.25,62.1,54.0,5.77,5.8,3.59,2713.393882669936
2672,0.43,6,8.57,3.75,63.1,56.0,4.83,4.8,3.04,1059.432677566081
2673,1.58,4,5.71,6.25,61.3,57.0,7.48,7.54,4.6,8234.053803774887
2674,0.53,4,8.57,5.0,62.7,54.0,5.18,5.15,3.24,1782.489670004934
2675,0.65,6,7.14,5.0,64.0,55.3,5.5,5.57,3.54,2194.4360448662337
2676,0.35,10,4.28,6.25,62.6,59.0,4.5,4.45,2.8,773.0948197340749
2677,2.1,10,1.42,5.0,61.3,59.0,8.27,8.21,5.05,11238.806798129111
2678,1.04,4,4.28,6.25,62.7,55.0,6.43,6.49,4.05,4591.401123490117
2679,1.35,10,1.42,3.75,61.1,61.0,7.13,7.1,4.35,6067.496309458258
2680,1.06,4,4.28,2.5,62.5,57.1,6.46,6.5,4.05,4218.097320096504
2681,1.0,6,7.14,5.0,61.6,56.0,6.42,6.47,3.97,4385.07503827763
2682,0.7,6,7.14,8.75,63.0,60.0,5.59,5.62,3.53,3084.0320965529554
2683,0.38,10,7.14,6.25,60.9,58.0,4.71,4.68,2.86,1067.779492323849
2684,0.39,8,5.71,5.0,63.7,53.0,4.62,4.67,2.96,854.6137520494667
2685,0.83,8,4.28,2.5,63.9,56.0,5.99,5.93,3.81,2708.3736376465877
2686,0.9,6,7.14,7.5,61.0,63.0,6.13,6.09,3.73,4218.543543508738
2687,0.7,2,4.28,3.75,65.5,57.0,5.59,5.55,3.65,2129.365421444156
2688,0.42,10,7.14,7.5,61.7,59.0,4.78,4.82,2.96,1422.0851354243132
2689,1.23,10,7.14,5.0,60.8,59.0,6.9,6.94,4.21,5838.686964699737
2690,0.32,4,7.14,5.0,61.2,56.0,4.41,4.44,2.71,675.4816560690833
2691,1.08,10,5.71,6.25,61.5,61.0,6.62,6.55,4.05,4943.715619561133
2692,0.43,10,5.71,3.75,62.6,59.0,4.8,4.82,3.01,847.20335207467
2693,1.5,6,5.71,7.5,60.9,56.0,7.34,7.37,4.48,7938.810471286883
2694,0.38,8,10.0,8.75,61.3,61.0,4.68,4.72,2.88,1551.7330661408832
2695,0.73,8,8.57,3.75,63.2,58.0,5.7,5.76,3.62,2583.0936700597667
2696,1.01,6,4.28,3.75,61.9,57.0,6.36,6.41,3.95,4130.407651174859
2697,0.4,10,7.14,6.25,62.5,59.0,4.69,4.66,2.92,1175.3002249663514
2698,1.57,4,1.42,7.5,61.4,57.0,7.45,7.5,4.59,8068.1204357166735
2699,1.29,4,1.42,5.0,60.9,58.0,7.05,7.0,4.28,5960.031724591854
2700,0.25,6,7.14,7.5,62.4,55.0,4.03,4.06,2.52,756.8860240122831
2701,0.34,4,8.57,5.0,62.5,55.0,4.45,4.48,2.79,864.0692038260222
2702,0.39,10,7.14,3.75,60.1,59.0,4.77,4.74,2.86,774.8288092142666
2703,0.41,4,7.14,8.75,61.9,56.0,4.79,4.77,2.96,1611.8000903250977
2704,0.53,4,8.57,5.0,62.8,55.0,5.21,5.17,3.26,1753.3089278557418
2705,1.25,10,5.71,6.25,61.8,58.0,6.94,6.91,4.28,5984.176425027896
2706,0.71,10,7.14,6.25,61.1,58.0,5.76,5.72,3.51,2838.2903001396244
2707,0.36,4,8.57,5.0,62.6,56.0,4.56,4.52,2.84,969.5111433628172
2708,0.51,6,8.57,7.5,61.3,55.0,5.14,5.16,3.16,2022.037281252915
2709,0.5,4,10.0,7.5,60.4,54.0,5.23,5.17,3.14,2109.5403623530674
2710,0.91,10,10.0,3.75,63.0,59.0,6.15,6.11,3.86,3755.6653536981466
2711,0.32,10,5.71,6.25,61.4,58.0,4.4,4.36,2.69,736.1977653485246
2712,1.11,4,1.42,2.5,62.6,54.0,6.61,6.64,4.15,4323.993358019208
2713,2.16,10,1.42,3.75,60.5,59.0,8.41,8.35,5.07,11568.46757902047
2714,1.19,10,8.57,6.25,59.8,58.0,7.01,6.94,4.17,5924.907310218112
2715,0.35,4,8.57,6.25,61.9,56.0,4.53,4.55,2.81,1068.3816120904048
2716,0.54,6,7.14,6.25,61.6,59.0,5.26,5.2,3.22,1919.465578172787
2717,0.34,4,7.14,5.0,60.7,56.0,4.56,4.53,2.76,775.391826799254
2718,1.27,10,1.42,2.5,60.4,58.0,7.04,7.0,4.24,5473.276225061003
2719,0.47,4,4.28,10.0,62.4,57.0,4.97,5.0,3.11,1878.9097596974243
2720,1.22,10,4.28,6.25,58.9,59.0,7.02,6.96,4.12,5978.481953214843
2721,1.76,4,2.85,2.5,61.2,55.0,7.79,7.76,4.76,8775.118923535922
2722,0.53,6,5.71,3.75,63.4,54.0,5.09,5.13,3.24,1409.2217795661
2723,0.35,10,10.0,5.0,59.7,58.0,4.61,4.57,2.74,963.0158138166844
2724,1.5,8,4.28,2.5,63.6,60.0,7.3,7.23,4.63,6783.40937543192
2725,2.04,10,5.71,2.5,60.3,59.0,8.23,8.3,4.98,10824.471218038312
2726,0.31,4,4.28,8.75,62.3,53.0,4.35,4.38,2.72,988.8959440051149
2727,0.55,10,10.0,8.75,60.3,59.0,5.34,5.3,3.21,2474.8621778515135
2728,0.7,4,5.71,3.75,61.9,58.0,5.66,5.69,3.51,2376.3089405065966
2729,0.52,10,7.14,3.75,59.5,59.0,5.24,5.31,3.14,1434.1498974385086
2730,0.32,4,5.71,5.0,60.3,57.0,4.46,4.43,2.68,616.4291532408952
2731,0.29,6,5.71,8.75,62.0,58.0,4.19,4.23,2.61,988.637092457675
2732,1.21,4,2.85,8.75,61.6,55.0,6.88,6.8,4.21,6047.5400990874
2733,1.27,4,7.14,5.0,62.8,56.0,6.9,6.86,4.32,6044.466898602839
2734,0.37,6,10.0,3.75,61.0,62.0,4.61,4.64,2.82,862.9064138885751
2735,1.01,10,7.14,3.75,60.6,58.0,6.54,6.49,3.95,4307.140575621086
2736,0.76,4,7.14,5.0,61.0,55.0,5.89,5.92,3.6,3025.4374715527374
2737,0.59,4,8.57,3.75,62.9,57.0,5.36,5.33,3.36,1904.7838111395704
2738,1.8,8,2.85,2.5,63.2,58.0,7.66,7.75,4.87,8736.19852342539
2739,0.75,4,7.14,2.5,62.1,55.0,5.83,5.87,3.63,2548.40757335737
2740,1.07,4,10.0,10.0,60.9,54.0,6.66,6.73,4.08,5707.79594310163
2741,0.4,10,10.0,5.0,59.1,57.0,4.87,4.81,2.86,1220.2807998028857
2742,0.28,8,1.42,7.5,58.4,60.0,4.27,4.33,2.51,462.37366722033767
2743,0.71,6,8.57,5.0,62.9,57.0,5.68,5.7,3.58,2686.3532391601257
2744,0.6,4,2.85,2.5,62.2,54.0,5.4,5.44,3.37,1455.3905522485675
2745,1.05,4,7.14,7.5,62.1,54.0,6.55,6.52,4.06,5043.980554544287
2746,0.33,4,8.57,8.75,61.5,56.0,4.49,4.46,2.75,1342.330986879877
2747,0.71,4,8.57,5.0,62.0,57.0,5.71,5.74,3.55,2749.4319240911263
2748,1.01,10,7.14,3.75,62.8,59.0,6.4,6.36,4.01,4155.67161492909
2749,0.33,10,2.85,6.25,61.6,60.0,4.42,4.45,2.73,568.8248442329441
2750,0.9,6,7.14,5.0,64.2,59.0,6.07,6.11,3.91,3608.274053015133
2751,0.74,4,7.14,6.25,62.3,57.0,5.79,5.77,3.6,3018.988365525285
2752,1.04,10,5.71,1.25,62.2,58.0,6.46,6.41,4.0,4009.850593932397
2753,0.51,4,10.0,5.0,62.4,55.0,5.12,5.14,3.2,1749.0954561157796
2754,0.58,6,4.28,3.75,63.3,56.0,5.34,5.31,3.37,1541.1934527988105
2755,1.02,6,10.0,2.5,63.4,59.0,6.41,6.37,4.05,4218.244275955703
2756,0.41,4,2.85,5.0,62.0,57.0,4.74,4.77,2.95,823.6447306662849
2757,0.43,4,2.85,7.5,62.6,57.0,4.79,4.82,3.01,1258.8080123939399
2758,1.13,4,8.57,5.0,61.4,58.0,6.71,6.74,4.13,5295.5104910969185
2759,0.39,2,8.57,3.75,65.6,60.0,4.5,4.56,2.97,893.4264329816979
2760,1.0,10,1.42,2.5,62.7,58.0,6.32,6.28,3.95,3655.2447113649887
2761,0.56,8,8.57,5.0,62.3,63.0,5.22,5.27,3.27,1837.7266367729444
2762,1.15,10,5.71,3.75,63.0,59.0,6.68,6.63,4.19,4936.622083064587
2763,0.81,4,4.28,10.0,61.6,58.0,5.98,6.01,3.69,3790.1904310646423
2764,1.27,10,1.42,8.75,60.1,58.0,7.06,6.99,4.22,6390.255193338335
2765,0.73,4,5.71,5.0,61.6,56.0,5.8,5.83,3.58,2713.155303927044
2766,0.31,4,5.71,8.75,60.8,56.0,4.36,4.39,2.66,1087.465574426924
2767,0.68,6,5.71,10.0,62.7,56.0,5.56,5.6,3.5,3080.3906825101603
2768,0.51,8,10.0,5.0,60.1,65.0,5.14,5.17,3.1,1726.179784618951
2769,1.2,6,2.85,6.25,63.1,58.0,6.7,6.62,4.2,5537.212013885746
2770,0.4,6,4.28,6.25,63.4,58.0,4.74,4.66,2.98,995.9604153366163
2771,1.54,2,2.85,2.5,64.6,56.0,7.3,7.26,4.7,6987.553597939181
2772,0.77,6,8.57,2.5,60.4,58.0,5.91,5.95,3.58,2829.1830898666594
2773,0.44,6,8.57,3.75,62.2,60.0,4.79,4.86,3.0,1123.5575697828353
2774,0.92,10,5.71,2.5,58.4,58.0,6.4,6.34,3.73,3656.79438505472
2775,1.01,10,8.57,3.75,59.5,60.0,6.54,6.46,3.87,4514.521422157994
2776,0.82,2,7.14,3.75,64.9,58.0,5.83,5.79,3.77,3067.0454433025625
2777,0.41,4,5.71,6.25,61.7,57.0,4.81,4.78,2.96,1168.3838104879542
2778,0.44,6,7.14,8.75,62.1,60.0,4.84,4.92,3.03,1686.3327913013272
2779,0.56,4,10.0,2.5,62.2,55.0,5.29,5.32,3.3,1656.651397965934
2780,0.26,6,8.57,7.5,61.7,61.0,4.08,4.12,2.53,819.4181372550811
2781,0.39,4,5.71,10.0,61.6,56.0,4.69,4.73,2.9,1605.4224727768851
2782,0.7,2,2.85,1.25,68.6,57.0,5.46,5.34,3.71,1644.4601893119143
2783,1.2,10,5.71,2.5,62.6,61.0,6.73,6.68,4.2,5121.20841845106
2784,2.0,6,4.28,2.5,61.0,57.0,8.02,8.18,4.94,10448.048283866605
2785,0.54,6,2.85,5.0,62.3,56.0,5.17,5.22,3.24,1450.0239588290478
2786,0.54,4,10.0,5.0,61.1,56.0,5.29,5.25,3.22,1954.1966882122815
2787,1.6,6,2.85,6.25,62.3,59.0,7.46,7.51,4.66,8050.399829670083
2788,0.37,4,8.57,6.25,61.4,55.0,4.62,4.66,2.85,1164.1915130176421
2789,1.09,4,5.71,7.5,61.8,56.0,6.58,6.62,4.08,5220.125413979948
2790,0.71,4,5.71,6.25,61.5,56.0,5.74,5.78,3.54,2780.3522978394612
2791,1.0,10,10.0,3.75,59.2,62.0,6.54,6.49,3.86,4519.773192070999
2792,0.33,4,8.57,5.0,61.5,57.0,4.41,4.47,2.73,813.2522383110427
2793,1.2,6,2.85,6.25,62.6,59.0,6.69,6.73,4.2,5510.330904314986
2794,1.21,10,5.71,6.25,62.7,58.0,6.76,6.85,4.27,5615.814489544931
2795,0.42,4,8.57,7.5,62.3,55.0,4.81,4.76,2.98,1605.6466124925246
2796,0.31,8,5.71,6.25,63.2,56.0,4.28,4.29,2.71,705.2115319209934
2797,1.01,10,10.0,7.5,62.4,58.0,6.44,6.39,4.0,4898.838761945726
2798,0.99,2,1.42,1.25,73.6,60.0,6.01,5.8,4.35,2853.00238329236
2799,1.07,10,4.28,5.0,60.6,60.0,6.66,6.63,4.03,4652.4539715081955
2800,0.92,10,7.14,2.5,61.8,58.0,6.19,6.23,3.84,3513.9811461454665
2801,1.04,6,5.71,7.5,62.8,54.0,6.39,6.5,4.05,4818.474354875985
2802,0.3,10,5.71,8.75,62.6,58.0,4.27,4.29,2.68,958.7302107234918
2803,0.62,6,10.0,7.5,58.1,63.0,5.59,5.66,3.27,2775.4833696388287
2804,0.7,4,7.14,2.5,62.1,57.0,5.65,5.69,3.52,2277.244618518016
2805,1.0,10,5.71,2.5,60.7,59.0,6.45,6.41,3.9,4028.682752803421
2806,1.03,4,5.71,3.75,60.8,57.0,6.52,6.47,3.95,4438.94126376293
2807,0.71,4,5.71,8.75,61.1,57.0,5.76,5.8,3.53,3133.1469829685793
2808,0.3,4,4.28,8.75,62.5,53.8,4.31,4.33,2.69,978.0729282701886
2809,0.4,8,2.85,6.25,63.8,55.0,4.69,4.65,2.98,913.7420536045174
2810,0.5,8,8.57,5.0,64.1,58.0,5.03,5.01,3.22,1513.5705280429047
2811,0.26,6,8.57,7.5,62.9,56.0,4.07,4.1,2.57,854.2168696025947
2812,0.33,6,5.71,5.0,62.1,56.0,4.41,4.44,2.75,618.8466226135115
2813,0.4,4,10.0,7.5,62.2,55.0,4.74,4.72,2.94,1581.4546799840355
2814,0.53,6,8.57,3.75,63.0,55.0,5.14,5.18,3.25,1559.8165793570533
2815,0.7,6,7.14,3.75,62.3,57.0,5.65,5.69,3.53,2420.5186600159195
2816,0.36,4,8.57,5.0,61.9,56.0,4.55,4.56,2.82,960.8218869919019
2817,0.48,10,8.57,2.5,62.9,60.0,4.93,4.9,3.09,1141.9675985909817
2818,0.72,4,10.0,3.75,60.5,56.0,5.79,5.84,3.52,2794.8532238358785
2819,0.51,6,7.14,5.0,58.6,58.0,5.22,5.29,3.08,1650.4792754071168
2820,0.26,4,5.71,6.25,62.5,53.0,4.1,4.13,2.57,544.8346005364074
2821,1.0,8,7.14,1.25,64.2,59.0,6.26,6.3,4.03,3689.65433580277
2822,0.26,4,7.14,10.0,62.0,56.0,4.07,4.1,2.53,1161.930823795883
2823,0.32,4,5.71,8.75,60.2,56.0,4.45,4.49,2.69,1115.8020156223556
2824,0.79,10,5.71,6.25,61.3,59.0,5.97,5.91,3.64,3218.3693776524196
2825,1.07,4,4.28,5.0,62.1,57.0,6.53,6.49,4.04,4693.365703065019
2826,0.9,10,10.0,2.5,58.1,60.0,6.26,6.24,3.63,3885.6103326572884
2827,2.35,10,1.42,6.25,60.7,60.0,8.64,8.6,5.23,13177.243169525455
2828,1.11,4,2.85,6.25,63.0,56.0,6.61,6.57,4.15,4930.003538933681
2829,0.36,8,8.57,8.75,58.2,56.0,4.68,4.74,2.74,1469.6079429546553
2830,0.3,8,7.14,8.75,61.1,61.0,4.29,4.32,2.63,1059.8782423285138
2831,0.53,4,5.71,6.25,61.8,55.0,5.17,5.22,3.21,1792.688902073436
2832,0.79,10,1.42,3.75,58.8,62.0,6.03,6.01,3.54,2740.839739136678
2833,0.33,10,10.0,2.5,61.6,59.0,4.42,4.41,2.72,506.96832901938615
2834,1.36,10,2.85,6.25,62.0,59.0,7.1,7.06,4.39,6513.581259085049
2835,1.03,6,4.28,2.5,60.9,57.0,6.5,6.58,3.98,4098.956548787044
2836,0.42,10,5.71,8.75,59.8,58.0,4.88,4.85,2.91,1565.3322454573317
2837,0.32,4,4.28,8.75,61.6,54.0,4.42,4.45,2.73,1034.0618315748343
2838,0.56,4,8.57,6.25,61.8,56.0,5.28,5.33,3.28,2097.72575252573
2839,0.34,10,5.71,8.75,59.0,62.0,4.6,4.56,2.7,1151.0097746971824
